epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,469.972,2.01475,1.15002,0.89354,0.68325,0.54407,0.56091,0.19043,2.24195,1.26072,0.9441,0.0005842,0.0005842,0.0005842
23,481.268,1.96167,1.10148,0.89556,0.6733,0.55924,0.54157,0.17194,2.28029,1.39576,0.93244,0.0005644,0.0005644,0.0005644
24,492.887,2.00563,1.17038,0.88352,0.67269,0.56306,0.55832,0.17773,2.35478,1.24418,0.95275,0.0005446,0.0005446,0.0005446
25,505.071,1.97971,1.11037,0.9012,0.71267,0.56557,0.58443,0.1961,2.29864,1.18756,0.93534,0.0005248,0.0005248,0.0005248
26,522.985,1.97953,1.13859,0.88643,0.68241,0.51592,0.4994,0.15853,2.43676,1.31901,0.95258,0.000505,0.000505,0.000505
27,541.701,2.00495,1.09909,0.89074,0.67427,0.51158,0.51063,0.1639,2.36525,1.32479,0.95643,0.0004852,0.0004852,0.0004852
28,559.456,1.93664,1.07174,0.8854,0.67241,0.55171,0.5333,0.17703,2.28024,1.22362,0.93376,0.0004654,0.0004654,0.0004654
29,577.938,1.92972,1.07479,0.88324,0.68187,0.58704,0.59433,0.21829,2.09447,1.19671,0.92824,0.0004456,0.0004456,0.0004456
30,596.055,1.92499,1.09259,0.88186,0.70549,0.58591,0.60142,0.20642,2.22336,1.17246,0.93737,0.0004258,0.0004258,0.0004258
31,613.745,1.86157,1.02105,0.88059,0.76026,0.59745,0.63514,0.22534,2.1542,1.10793,0.94008,0.000406,0.000406,0.000406
32,632.234,1.85192,1.02228,0.87338,0.74387,0.58826,0.6146,0.22836,2.11173,1.12701,0.93643,0.0003862,0.0003862,0.0003862
33,650.48,1.8719,1.04491,0.88355,0.73228,0.59584,0.61517,0.21501,2.19239,1.12285,0.93975,0.0003664,0.0003664,0.0003664
34,668.991,1.8472,0.9881,0.88052,0.79466,0.58471,0.6599,0.24435,2.15746,1.15666,0.93835,0.0003466,0.0003466,0.0003466
35,687.35,1.89258,1.06341,0.86732,0.72292,0.58829,0.62372,0.22634,2.12764,1.15586,0.9268,0.0003268,0.0003268,0.0003268
36,699.144,1.82493,1.03275,0.86867,0.75332,0.56688,0.62625,0.23744,2.13435,1.13347,0.93424,0.000307,0.000307,0.000307
37,709.776,1.81657,0.99836,0.8758,0.70385,0.57827,0.61449,0.2363,2.12946,1.15395,0.94159,0.0002872,0.0002872,0.0002872
38,720.17,1.84616,1.0199,0.87607,0.7513,0.56561,0.61001,0.22005,2.19676,1.13008,0.93884,0.0002674,0.0002674,0.0002674
39,730.556,1.79225,0.9618,0.86336,0.7327,0.57325,0.61705,0.23827,2.09981,1.12416,0.93424,0.0002476,0.0002476,0.0002476
40,741.209,1.77092,0.95751,0.86718,0.74039,0.59108,0.6206,0.23371,2.10432,1.10772,0.93039,0.0002278,0.0002278,0.0002278
41,754.316,1.78028,0.92058,0.86189,0.72895,0.60255,0.62027,0.23056,2.08833,1.09176,0.93382,0.000208,0.000208,0.000208
42,764.679,1.7751,0.92077,0.86602,0.73069,0.59618,0.62774,0.23329,2.11367,1.12269,0.93304,0.0001882,0.0001882,0.0001882
43,775.516,1.70104,0.88572,0.8476,0.74499,0.58599,0.62704,0.23703,2.10647,1.09422,0.93466,0.0001684,0.0001684,0.0001684
44,787.477,1.71485,0.9064,0.86224,0.75996,0.58089,0.6231,0.2351,2.09185,1.08145,0.93629,0.0001486,0.0001486,0.0001486
